,Unnamed: 0,companies,companies_list
1949,1949,kewal-kiran-clothing-KKCL,kewal kiran clothing
1950,1950,key-corp-KEY,key corp
1951,1951,keynote-financial-services-KEYN,keynote financial services
1952,1952,keystone-realtors-RUST,keystone realtors
1953,1953,kfin-technologies-KFI,kfin technologies
1954,1954,khadim-india-KHAD,khadim india
1955,1955,khaitan-india-KHAI,khaitan india
1956,1956,khaitan-chemicals-and-fertilizers-KHA,khaitan chemicals and fertilizers
1957,1957,khandelwal-extractions-ZKHA,khandelwal extractions
1958,1958,khandwala-securities-KHSE,khandwala securities
1959,1959,khemani-distributors-and-marketing-KDM,khemani distributors and marketing
1960,1960,khfm-hospitality-and-facility-managementservices-KHFM,khfm hospitality and facility managementservices
1961,1961,khoday-india-KHOD,khoday india
1962,1962,khoobsurat-KHO,khoobsurat
1963,1963,khyati-multimedia-entertainment-KHY,khyati multimedia entertainment
1964,1964,kiduja-india-KID,kiduja india
1965,1965,kifs-financial-services-KIF,kifs financial services
1966,1966,kilburn-engineering-KILBU,kilburn engineering
1967,1967,kilitch-drugs-india-KIDI,kilitch drugs india
1968,1968,kilpest-india-KIL,kilpest india
1969,1969,kimia-biosciences-KIM,kimia biosciences
1970,1970,kinetic-engineering-KINE,kinetic engineering
1971,1971,kinetic-trust-KIN,kinetic trust
1972,1972,kingfa-science-and-technology-india-KINA,kingfa science and technology india
1973,1973,kings-infra-ventures-KING,kings infra ventures
1974,1974,kintech-renewables-KRL,kintech renewables
1975,1975,kiran-print-pack-KIRA,kiran print pack
1976,1976,kiran-syntex-KIRAN,kiran syntex
1977,1977,kiran-vyapar-KIR,kiran vyapar
1978,1978,kiri-industries-KIRI,kiri industries
1979,1979,kirloskar-brothers-KRBR,kirloskar brothers
1980,1980,kirloskar-electric-company-KREL,kirloskar electric company
1981,1981,kirloskar-ferrous-industries-KRFI,kirloskar ferrous industries
1982,1982,kirloskar-industries-KIRL,kirloskar industries
1983,1983,kirloskar-oil-engines-KIRO,kirloskar oil engines
1984,1984,kirloskar-pneumatic-company-KGK,kirloskar pneumatic company
1985,1985,kisan-mouldings-KIS,kisan mouldings
1986,1986,kitex-garments-KITE,kitex garments
1987,1987,kkalpana-industries-india-KKA,kkalpana industries india
1988,1988,kkalpana-plastick-KKP,kkalpana plastick
1989,1989,knowledge-marine-and-engineering-works-KME,knowledge marine and engineering works
1990,1990,kohinoor-foods-KOFO,kohinoor foods
1991,1991,kokuyo-camlin-KOCL,kokuyo camlin
1992,1992,kolte-patil-developers-KOLT,kolte patil developers
1993,1993,kome-on-communication-KOC,kome on communication
1994,1994,konark-synthetic-KONA,konark synthetic
1995,1995,konndor-industries-KON,konndor industries
1996,1996,kopran-KPRN,kopran
1997,1997,kore-foods-PHI,kore foods
1998,1998,kotak-gold-etf-KTGF,kotak gold etf
1999,1999,kotak-it-etf-KOTA,kotak it etf
2000,2000,kotak-nifty-bank-etf-KOTM,kotak nifty bank etf
2001,2001,kotak-mahindra-bank-KTKM,kotak mahindra bank
2002,2002,kotak-midcap-50-etf-KOTAM,kotak midcap 50 etf
2003,2003,kotak-nv20-etf-KONV,kotak nv20 etf
2004,2004,kotak-nifty-100-low-vol-30-etf-KOTAL,kotak nifty 100 low vol 30 etf
2005,2005,kotak-nifty-1d-rate-liquid-etf-KOTAI,kotak nifty 1d rate liquid etf
2006,2006,kotak-nifty-alpha-50-etf-KOTAK,kotak nifty alpha 50 etf
2007,2007,kotak-nifty-50-etf-KOTK,kotak nifty 50 etf
2008,2008,kotak-nifty-india-consumption-etf-KOTAC,kotak nifty india consumption etf
2009,2009,kotak-nifty-mnc-etf-KOTAN,kotak nifty mnc etf
2010,2010,kotak-nifty-psu-bank-etf-KTPU,kotak nifty psu bank etf
2011,2011,kotak-sensex-30-etf-KTK,kotak sensex 30 etf
2012,2012,kotak-silver-etf-KOTAS,kotak silver etf
2013,2013,kothari-fermentation-and-biochem-KFB,kothari fermentation and biochem
2014,2014,kothari-petrochemicals-KPOC,kothari petrochemicals
2015,2015,kothari-products-KPRO,kothari products
2016,2016,kothari-sugars-and-chemicals-KTSG,kothari sugars and chemicals
2017,2017,kotia-enterprises-KEK,kotia enterprises
2018,2018,kotyark-industries-KOTY,kotyark industries
2019,2019,kovai-medical-center-and-hospital-KOV,kovai medical center and hospital
2020,2020,kovalam-investment-and-trading-co-ZKO,kovalam investment and trading co
2021,2021,kovilpatti-lakshmi-roller-flour-mills-KLR,kovilpatti lakshmi roller flour mills
2022,2022,kranti-industries-KRA,kranti industries
2023,2023,kratos-energy-and-infrastructure-KRAT,kratos energy and infrastructure
2024,2024,krebs-biochemicals-and-industries-KREB,krebs biochemicals and industries
2025,2025,kreon-finnancial-services-KREO,kreon finnancial services
2026,2026,kretto-syscon-KRE,kretto syscon
2027,2027,kridhan-infra-KRID,kridhan infra
2028,2028,krishana-phoschem-KRPH,krishana phoschem
2029,2029,rajkumar-forge-RJK,rajkumar forge
2030,2030,krishca-strapping-solutions-KRISC,krishca strapping solutions
2031,2031,empyrean-cashews-KRISI,empyrean cashews
2032,2032,krishna-capital-and-securities-KRIS,krishna capital and securities
2033,2033,krishna-defence-and-allied-industries-KRISN,krishna defence and allied industries
2034,2034,mavi-industries-MAVI,mavi industries
2035,2035,krishna-institute-of-medical-sciences-KIMS,krishna institute of medical sciences
2036,2036,krishna-ventures-KRISH,krishna ventures
2037,2037,kriti-industries-india-KRITI,kriti industries india
2038,2038,kriti-nutrients-KRIT,kriti nutrients
2039,2039,kritika-wires-KRTK,kritika wires
2040,2040,krsnaa-diagnostics-KRS,krsnaa diagnostics
2041,2041,krypton-industries-KRY,krypton industries
2042,2042,kshitij-investments-KSH,kshitij investments
2043,2043,kshitij-polyline-KSHT,kshitij polyline
2044,2044,ksolves-india-KSOL,ksolves india
2045,2045,kuantum-papers-KAUN,kuantum papers
2046,2046,kuber-udyog-KUB,kuber udyog
2047,2047,kuberan-global-edu-solutions-KGE,kuberan global edu solutions
2048,2048,kumbhat-financial-services-KUM,kumbhat financial services
2049,2049,kunststoffe-industries-KUN,kunststoffe industries
2050,2050,kusam-electrical-industries-KUSU,kusam electrical industries
2051,2051,kush-industries-SUZ,kush industries
2052,2052,kuwer-industries-KUW,kuwer industries
2053,2053,kwality-KDAI,kwality
2054,2054,kwality-pharmaceuticals-KPL,kwality pharmaceuticals
2055,2055,landt-finance-holdings-LTFH,landt finance holdings
2056,2056,landt-technology-services-LTEH,landt technology services
2057,2057,la-tim-metal-and-industries-LATI,la tim metal and industries
2058,2058,lcc-infotech-LCCI,lcc infotech
2059,2059,lg-balakrishnan-and-bros-LGB,lg balakrishnan and bros
2060,2060,lgb-forge-LGBL,lgb forge
2061,2061,lic-housing-finance-LICH,lic housing finance
2062,2062,lic-mf-nifty-100-etf-LICU,lic mf nifty 100 etf
2063,2063,lic-mf-nifty-50-etf-LICO,lic mf nifty 50 etf
2064,2064,lic-mf-sensex-30-etf-LICM,lic mf sensex 30 etf
2065,2065,lic-mf-g-sec-long-term-etf-LICN,lic mf g sec long term etf
2066,2066,lkp-finance-LKPM,lkp finance
2067,2067,lkp-securities-LKP,lkp securities
2068,2068,loyal-equipments-LOY,loyal equipments
2069,2069,lt-foods-LTOL,lt foods
2070,2070,larsen-and-toubro-infotech-LRTI,larsen and toubro infotech
2071,2071,lws-knitwear-LWS,lws knitwear
2072,2072,la-opala-r-g-LAOP,la opala r g
2073,2073,labelkraft-technologies-LAB,labelkraft technologies
2074,2074,lactose-india-LAC,lactose india
2075,2075,ladam-affordable-housing-LAHL,ladam affordable housing
2076,2076,ladderup-finance-LADD,ladderup finance
2077,2077,laffans-petrochemicals-LAF,laffans petrochemicals
2078,2078,lagnam-spintex-LAGN,lagnam spintex
2079,2079,lahoti-overseas-LAH,lahoti overseas
2080,2080,lakhotia-polyesters-india-LAK,lakhotia polyesters india
2081,2081,lakshmi-automatic-loom-works-LXM,lakshmi automatic loom works
2082,2082,lakshmi-electrical-control-systems-LKEL,lakshmi electrical control systems
2083,2083,lakshmi-finance-and-industrial-corp-LFIC,lakshmi finance and industrial corp
2084,2084,lakshmi-machine-works-LKMC,lakshmi machine works
2085,2085,lakshmi-mills-company-LAKS,lakshmi mills company
2086,2086,lakshmi-precision-screws-LXPR,lakshmi precision screws
2087,2087,lambodhara-textiles-LAMB,lambodhara textiles
2088,2088,lancer-containers-lines-LAN,lancer containers lines
2089,2089,lancor-holdings-LANC,lancor holdings
2090,2090,landmarc-leisure-corporation-LANDM,landmarc leisure corporation
2091,2091,landmark-cars-LANDA,landmark cars
2092,2092,landmark-property-development-co-LAND,landmark property development co
2093,2093,larsen-and-toubro-LART,larsen and toubro
2094,2094,lasa-supergenerics-LASA,lasa supergenerics
2095,2095,latent-view-analytics-LATE,latent view analytics
2096,2096,latteys-industries-LATT,latteys industries
2097,2097,laurus-labs-LAUL,laurus labs
2098,2098,laxmi-cotspin-LAXM,laxmi cotspin
2099,2099,laxmi-goldorna-house-LAXI,laxmi goldorna house
2100,2100,laxmi-organic-industries-LXC,laxmi organic industries
2101,2101,lp-naval-engineering-LPN,lp naval engineering
2102,2102,radhey-trade-holding-RADH,radhey trade holding
2103,2103,le-merite-exports-LEM,le merite exports
2104,2104,lead-financial-services-LEA,lead financial services
2105,2105,lead-reclaim-and-rubber-products-LRR,lead reclaim and rubber products
2106,2106,leading-leasing-finance-and-investment-company-LLF,leading leasing finance and investment company
2107,2107,lee-and-nee-software-exports-LEE,lee and nee software exports
2108,2108,leena-consultancy-ZLE,leena consultancy
2109,2109,legacy-mercantile-LEG,legacy mercantile
2110,2110,lehar-footwears-LEH,lehar footwears
2111,2111,lemon-tree-hotels-LEMO,lemon tree hotels
2112,2112,lerthai-finance-LER,lerthai finance
2113,2113,lesha-industries-LES,lesha industries
2114,2114,lex-nimble-solutions-LEX,lex nimble solutions
2115,2115,lexus-granito-india-LEXU,lexus granito india
2116,2116,libas-consumer-products-LIBA,libas consumer products
2117,2117,liberty-shoes-LIBS,liberty shoes
2118,2118,libord-finance-LIBO,libord finance
2119,2119,libord-securities-LIB,libord securities
2120,2120,life-insurance-corporation-of-india-LIC,life insurance corporation of india
2121,2121,likhami-consulting-LIK,likhami consulting
2122,2122,likhitha-infrastructure-LIKH,likhitha infrastructure
2123,2123,lime-chemicals-LIM,lime chemicals
2124,2124,linaks-microelectronics-LINA,linaks microelectronics
2125,2125,linc-pen-and-plastics-LINC,linc pen and plastics
2126,2126,lincoln-pharmaceuticals-LINP,lincoln pharmaceuticals
2127,2127,linde-india-LIND,linde india
2128,2128,link-pharma-chem-LINK,link pharma chem
2129,2129,lippi-systems-LIP,lippi systems
2130,2130,lloyds-luxuries-LLOY,lloyds luxuries
2131,2131,lloyds-metals-and-energy-LLO,lloyds metals and energy
2132,2132,lloyds-steels-industries-LSIL,lloyds steels industries
2133,2133,lohia-securities-LOH,lohia securities
2134,2134,lokesh-machines-LOMA,lokesh machines
2135,2135,longview-tea-company-LON,longview tea company
2136,2136,looks-health-services-LOO,looks health services
2137,2137,lords-chloro-alkali-MODIA,lords chloro alkali
2138,2138,lords-ishwar-hotels-LORD,lords ishwar hotels
2139,2139,lorenzini-apparels-LAL,lorenzini apparels
2140,2140,lotus-chocolate-company-LOT,lotus chocolate company
2141,2141,lotus-eye-hospital-and-institute-LOTS,lotus eye hospital and institute
2142,2142,lovable-lingerie-LOVA,lovable lingerie
2143,2143,loyal-textile-mills-LOYA,loyal textile mills
2144,2144,sylph-education-solutions-SES,sylph education solutions
2145,2145,ludlow-jute-and-specialities-LUD,ludlow jute and specialities
2146,2146,luharuka-media-and-infra-LUH,luharuka media and infra
2147,2147,lumax-autotechnologies-LUAT,lumax autotechnologies
2148,2148,lumax-industries-LUMA,lumax industries
2149,2149,lupin-LUPN,lupin
2150,2150,lux-industries-LUXI,lux industries
2151,2151,lyka-labs-LYKA,lyka labs
2152,2152,lykis-LYK,lykis
2153,2153,lynx-machinery-and-commercials-LYN,lynx machinery and commercials
2154,2154,lypsa-gems-and-jewellery-LYPS,lypsa gems and jewellery
2155,2155,m-k-proteins-MKPR,m k proteins
2156,2156,specular-marketing-and-financing-SPECM,specular marketing and financing
2157,2157,mas-financial-services-MASF,mas financial services
2158,2158,mbl-infrastructures-MBLI,mbl infrastructures
2159,2159,mep-infrastructure-developers-MPIN,mep infrastructure developers
2160,2160,mfl-india-MFL,mfl india
2161,2161,mfs-intercorp-MFS,mfs intercorp
2162,2162,mic-electronics-MELC,mic electronics
2163,2163,mig-media-neurons-MIGM,mig media neurons
2164,2164,mirc-electronics-MIRC,mirc electronics
2165,2165,mitcon-consultancy-and-engineering-services-MITC,mitcon consultancy and engineering services
2166,2166,m-k-exim-india-MKE,m k exim india
2167,2167,mm-forgings-MMFO,mm forgings
2168,2168,m-m-rubber-co-MMR,m m rubber co
2169,2169,mmp-industries-MMPI,mmp industries
2170,2170,mmtc-MMTC,mmtc
2171,2171,mos-utility-MSS,mos utility
2172,2172,m-p-agro-industries-MPA,m p agro industries
2173,2173,mpdl-MONN,mpdl
2174,2174,mpf-systems-MPF,mpf systems
2175,2175,mpil-corporation-MATH,mpil corporation
2176,2176,mpl-plastics-MILT,mpl plastics
2177,2177,mps-infotecnics-VIFY,mps infotecnics
2178,2178,mps-MPSL,mps
2179,2179,mrc-exim-MRC,mrc exim
2180,2180,mrf-MRF,mrf
2181,2181,mro-tek-reality-MROT,mro tek reality
2182,2182,mrp-agro-MRP,mrp agro
2183,2183,msp-steel-and-power-MSPO,msp steel and power
2184,2184,msr-india-MSR,msr india
2185,2185,mstc-MSTC,mstc
2186,2186,mt-educare-MTED,mt educare
2187,2187,mtar-technologies-MTA,mtar technologies
2188,2188,my-money-securities-MYMO,my money securities
2189,2189,maagh-advertising-and-marketing-services-MAAG,maagh advertising and marketing services
2190,2190,maan-aluminium-MANA,maan aluminium
2191,2191,mac-charles-india-MCC,mac charles india
2192,2192,mac-hotels-MAC,mac hotels
2193,2193,macfos-ROB,macfos
2194,2194,machino-plastics-MACPL,machino plastics
2195,2195,macpower-cnc-machines-MACP,macpower cnc machines
2196,2196,macro-international-MACI,macro international
2197,2197,macrotech-developers-LOD,macrotech developers
2198,2198,madhav-copper-MADC,madhav copper
2199,2199,madhav-infra-projects-MAD,madhav infra projects
2200,2200,madhav-marbles-and-granites-MDVM,madhav marbles and granites
2201,2201,madhucon-projects-MAPR,madhucon projects
2202,2202,madhur-industries-MADHR,madhur industries
2203,2203,madhusudan-industries-MADS,madhusudan industries
2204,2204,madhusudan-securities-MADHS,madhusudan securities
2205,2205,madhuveer-com-18-network-MADH,madhuveer com 18 network
2206,2206,madhya-bharat-agro-products-MADY,madhya bharat agro products
2207,2207,madhya-pradesh-today-media-MADA,madhya pradesh today media
2208,2208,madras-fertilizers-MDFT,madras fertilizers
2209,2209,maestros-electronics-and-telecommun-systems-MET,maestros electronics and telecommun systems
2210,2210,mafatlal-industries-MAFA,mafatlal industries
2211,2211,mafia-trends-MAFI,mafia trends
2212,2212,magadh-sugar-and-energy-MGAD,magadh sugar and energy
2213,2213,magellanic-cloud-MCLO,magellanic cloud
2214,2214,magna-eletrocasting-MAGNA,magna eletrocasting
2215,2215,magnanimous-trade-and-finance-MAG,magnanimous trade and finance
2216,2216,magnum-ventures-MGNM,magnum ventures
2217,2217,maha-rashtra-apex-corporation-MAAC,maha rashtra apex corporation
2218,2218,mahaan-foods-MAHAA,mahaan foods
2219,2219,mahalaxmi-rubtech-MHL,mahalaxmi rubtech
2220,2220,mahalaxmi-seamless-MAHAL,mahalaxmi seamless
2221,2221,mahamaya-steel-industries-MAHA,mahamaya steel industries
2222,2222,mahan-industries-MAHAN,mahan industries
2223,2223,mahanagar-gas-MGAS,mahanagar gas
2224,2224,mahanagar-telephone-nigam-MTNL,mahanagar telephone nigam
2225,2225,maharashtra-corporation-MAHAC,maharashtra corporation
2226,2226,maharashtra-scooters-MHSC,maharashtra scooters
2227,2227,maharashtra-seamless-MHSM,maharashtra seamless
2228,2228,mahasagar-travels-MHS,mahasagar travels
2229,2229,mahashree-trading-MAHS,mahashree trading
2230,2230,mahaveer-infoway-MINF,mahaveer infoway
2231,2231,mahesh-developers-MAHE,mahesh developers
2232,2232,maheshwari-logistics-MAHW,maheshwari logistics
2233,2233,mahickra-chemicals-MHIC,mahickra chemicals
2234,2234,mahindra-cie-automotive-MAHN,mahindra cie automotive
2235,2235,mahindra-epc-irrigation-MHID,mahindra epc irrigation
2236,2236,mahindra-holidays-and-resorts-india-MAHH,mahindra holidays and resorts india
2237,2237,mahindra-lifespace-developers-MALD,mahindra lifespace developers
2238,2238,mahindra-logistics-MALO,mahindra logistics
2239,2239,mahindra-and-mahindra-financial-services-MMFS,mahindra and mahindra financial services
2240,2240,mahindra-and-mahindra-MAHM,mahindra and mahindra
2241,2241,maiden-forgings-MAID,maiden forgings
2242,2242,maithan-alloys-MAIT,maithan alloys
2243,2243,maitri-enterprises-MAITR,maitri enterprises
2244,2244,majestic-auto-MAJ,majestic auto
2245,2245,makers-laboratories-MAK,makers laboratories
2246,2246,maks-energy-solutions-india-MAKS,maks energy solutions india
2247,2247,mallcom-india-MAL,mallcom india
2248,2248,malu-paper-mills-MALP,malu paper mills
2249,2249,man-industries-india-MIND,man industries india
2250,2250,man-infraconstruction-MANI,man infraconstruction
2251,2251,manaksia-aluminium-co-MANL,manaksia aluminium co
2252,2252,manaksia-coated-metals-and-industries-MANC,manaksia coated metals and industries
2253,2253,manaksia-MANK,manaksia
2254,2254,manaksia-steels-MANM,manaksia steels
2255,2255,manali-petrochemicals-MNLI,manali petrochemicals
2256,2256,manappuram-finance-MNFL,manappuram finance
2257,2257,manas-properties-MANAS,manas properties
2258,2258,manav-infra-projects-MNVI,manav infra projects
2259,2259,mangal-credit-and-fincorp-MANCR,mangal credit and fincorp
2260,2260,mangalam-cement-MGLC,mangalam cement
2261,2261,mangalam-drugs-and-organics-MADR,mangalam drugs and organics
2262,2262,mangalam-global-enterprise-MANP,mangalam global enterprise
2263,2263,mangalam-industrial-finance-MANG,mangalam industrial finance
2264,2264,mangalam-organics-MANOR,mangalam organics
2265,2265,mangalam-seeds-MSL,mangalam seeds
2266,2266,mangalam-timber-products-MGLT,mangalam timber products
2267,2267,mangalam-worldwide-MWL,mangalam worldwide
2268,2268,mangalore-chemicals-and-fertilisers-MNGL,mangalore chemicals and fertilisers
2269,2269,mangalore-refinery-and-petrochemicals-MRPL,mangalore refinery and petrochemicals
2270,2270,manipal-finance-corporation-MNP,manipal finance corporation
2271,2271,manjeera-constructions-MANJ,manjeera constructions
2272,2272,mankind-pharma-MANKI,mankind pharma
2273,2273,manomay-tex-india-MAN,manomay tex india
2274,2274,manor-estates-and-industries-KARA,manor estates and industries
2275,2275,manorama-industries-MANO,manorama industries
2276,2276,manraj-housing-finance-MANR,manraj housing finance
2277,2277,mansi-finance-chennai-MANS,mansi finance chennai
2278,2278,mansoon-trading-company-ZMA,mansoon trading company
2279,2279,manugraph-india-MNUG,manugraph india
2280,2280,maral-overseas-MARL,maral overseas
2281,2281,marathon-nextgen-realty-MANE,marathon nextgen realty
2282,2282,pg-industry-PGI,pg industry
2283,2283,marg-techno-projects-MTP,marg techno projects
2284,2284,margo-finance-MARGO,margo finance
2285,2285,marico-MRCO,marico
2286,2286,marine-electricals-india-MARN,marine electricals india
2287,2287,maris-spinners-MARI,maris spinners
2288,2288,market-creators-MKT,market creators
2289,2289,markolines-traffic-controls-MTC,markolines traffic controls
2290,2290,marksans-pharma-MARK,marksans pharma
2291,2291,marshall-machines-MARH,marshall machines
2292,2292,marsons-MARS,marsons
2293,2293,martin-burn-MARB,martin burn
2294,2294,maruti-infrastructure-MAI,maruti infrastructure
2295,2295,maruti-interior-products-MARUT,maruti interior products
2296,2296,maruti-securities-MARU,maruti securities
2297,2297,maruti-suzuki-india-MRTI,maruti suzuki india
2298,2298,marvel-decor-MALR,marvel decor
2299,2299,mask-investments-MASK,mask investments
2300,2300,mastek-MAST,mastek
2301,2301,master-chemicals-MASC,master chemicals
2302,2302,master-trust-MASTE,master trust
2303,2303,mathew-easow-research-securities-MAT,mathew easow research securities
2304,2304,matrimonycom-MATI,matrimonycom
2305,2305,mauria-udyog-MUL,mauria udyog
2306,2306,mawana-sugars-MAWS,mawana sugars
2307,2307,max-financial-services-MAXI,max financial services
2308,2308,max-healthcare-institute-MAXE,max healthcare institute
2309,2309,max-heights-infrastructure-MAXH,max heights infrastructure
2310,2310,max-india-MAII,max india
2311,2311,max-ventures-and-industries-MAXV,max ventures and industries
2312,2312,max-alert-systems-MAS,max alert systems
2313,2313,maximus-international-MAX,maximus international
2314,2314,mayukh-dealtrade-MAY,mayukh dealtrade
2315,2315,mayur-floorings-MAYUF,mayur floorings
2316,2316,mayur-leather-products-MAYUR,mayur leather products
2317,2317,mayur-uniquoters-MAYU,mayur uniquoters
2318,2318,mazagon-dock-shipbuilders-MAZ,mazagon dock shipbuilders
2319,2319,mazda-MAZD,mazda
2320,2320,mcdowell-holdings-MCDH,mcdowell holdings
2321,2321,mcleod-russel-india-MCLE,mcleod russel india
2322,2322,mcnally-bharat-engg-co-MCNL,mcnally bharat engg co
2323,2323,mcon-rasayan-india-MCO,mcon rasayan india
2324,2324,medplus-health-services-MEDP,medplus health services
2325,2325,medi-caps-MEDIC,medi caps
2326,2326,media-matrix-worldwide-MMW,media matrix worldwide
2327,2327,mediaone-global-entertainment-MEDIA,mediaone global entertainment
2328,2328,medicamen-biotech-MEDI,medicamen biotech
2329,2329,medico-intercontinental-MIM,medico intercontinental
2330,2330,medico-remedies-MED,medico remedies
2331,2331,medinova-diagnostic-services-MEDIN,medinova diagnostic services
2332,2332,meenakshi-enterprises-MEL,meenakshi enterprises
2333,2333,meenakshi-steel-industries-MEEN,meenakshi steel industries
2334,2334,meera-industries-MEE,meera industries
2335,2335,mefcom-capital-markets-MEF,mefcom capital markets
2336,2336,mega-corporation-MEGA,mega corporation
2337,2337,mega-fin-india-MEGF,mega fin india
2338,2338,mega-flex-plastics-MEGAF,mega flex plastics
2339,2339,mega-nirman-and-industries-MNI,mega nirman and industries
2340,2340,megasoft-MSFT,megasoft
2341,2341,megastar-foods-MEG,megastar foods
2342,2342,megh-mayur-infra-TRANO,megh mayur infra
2343,2343,meghmani-finechem-MFM,meghmani finechem
2344,2344,meghmani-organics-MOM,meghmani organics
2345,2345,megri-soft-MEGR,megri soft
2346,2346,mehai-technology-MEH,mehai technology
2347,2347,mehta-housing-finance-MEHT,mehta housing finance
2348,2348,mehta-integrated-finance-MEHI,mehta integrated finance
2349,2349,mehta-securities-MEHS,mehta securities
2350,2350,melstar-information-technologies-MELS,melstar information technologies
2351,2351,mena-mani-industries-MENA,mena mani industries
2352,2352,menon-bearings-MENO,menon bearings
2353,2353,menon-pistons-MEN,menon pistons
2354,2354,mercantile-ventures-MER,mercantile ventures
2355,2355,mercury-laboratories-MERC,mercury laboratories
2356,2356,mercury-metals-MERM,mercury metals
2357,2357,mercury-trade-links-MERCT,mercury trade links
2358,2358,metal-coatings-india-META,metal coatings india
2359,2359,metalyst-forgings-MTAL,metalyst forgings
2360,2360,metro-brands-METR,metro brands
2361,2361,metroglobal-GLOBB,metroglobal
2362,2362,metropolis-healthcare-METP,metropolis healthcare
2363,2363,mewat-zinc-MEW,mewat zinc
2364,2364,meyer-apparel-MAM,meyer apparel
2365,2365,microse-india-MIC,microse india
2366,2366,mid-india-industries-MIDIN,mid india industries
2367,2367,mid-east-portfolio-management-MIDEA,mid east portfolio management
2368,2368,midwest-gold-MIDW,midwest gold
2369,2369,mihika-industries-MIH,mihika industries
2370,2370,milestone-furniture-MIL,milestone furniture
2371,2371,milestone-global-MILE,milestone global
2372,2372,milgrey-finance-and-investments-ZMI,milgrey finance and investments
2373,2373,milkfood-MLK,milkfood
2374,2374,millennium-online-solutions-india-MILL,millennium online solutions india
2375,2375,milton-industries-MLTO,milton industries
2376,2376,minaxi-textiles-MINA,minaxi textiles
2377,2377,minda-corporation-MINC,minda corporation
2378,2378,mindpool-technologies-MINP,mindpool technologies
2379,2379,mindspace-business-parks-reit-MINS,mindspace business parks reit
2380,2380,mindteck-india-MDTK,mindteck india
2381,2381,mini-diamonds-india-MINI,mini diamonds india
2382,2382,minolta-finance-MINO,minolta finance
2383,2383,mipco-seamless-rings-gujarat-MPC,mipco seamless rings gujarat
2384,2384,mirae-asset-esg-sector-leaders-etf-MAE,mirae asset esg sector leaders etf
2385,2385,mirae-asset-gold-etf-MAGO,mirae asset gold etf
2386,2386,mirae-asset-hang-seng-tech-etf-MAHK,mirae asset hang seng tech etf
2387,2387,mirae-asset-nyse-fang-etf-MAFAN,mirae asset nyse fang etf
2388,2388,mirae-asset-nifty-100-low-volatility-30-etf-MANV,mirae asset nifty 100 low volatility 30 etf
2389,2389,mirae-asset-nifty-50-etf-MIRA,mirae asset nifty 50 etf
2390,2390,mirae-asset-nifty-8-13-yr-g-sec-etf-MAGS,mirae asset nifty 8 13 yr g sec etf
2391,2391,mirae-asset-nifty-financial-services-etf---rg-MAFS,mirae asset nifty financial services etf   rg
2392,2392,mirae-asset-nifty-india-manufacturing-etf-MAMF,mirae asset nifty india manufacturing etf
2393,2393,mirae-asset-nifty-midcap-150-etf-MAME,mirae asset nifty midcap 150 etf
2394,2394,mirae-asset-nifty-next-50-etf-MIRE,mirae asset nifty next 50 etf
2395,2395,mirae-asset-sandp-500-top-50-etf-MASP,mirae asset sandp 500 top 50 etf
2396,2396,mirch-technologies-india-MIR,mirch technologies india
2397,2397,mirza-international-MIRZ,mirza international
2398,2398,mishka-exim-MISH,mishka exim
2399,2399,mishra-dhatu-nigam-MISR,mishra dhatu nigam
2400,2400,mishtann-foods-MISHT,mishtann foods
2401,2401,misquita-engineering-MIS,misquita engineering
2402,2402,mitshi-india-MITS,mitshi india
2403,2403,mitsu-chem-plast-MIT,mitsu chem plast
2404,2404,mittal-life-style-MITT,mittal life style
2405,2405,miven-machine-tools-MIV,miven machine tools
2406,2406,ikab-securities-and-investment-IKA,ikab securities and investment
2407,2407,modella-woollens-MODW,modella woollens
2408,2408,modern-converters-MOD,modern converters
2409,2409,modern-dairies-MODA,modern dairies
2410,2410,modern-insulators-MODIU,modern insulators
2411,2411,modern-shares-and-stockbrokers-MODR,modern shares and stockbrokers
2412,2412,modern-steels-MDR,modern steels
2413,2413,modi-naturals-MODIN,modi naturals
2414,2414,modi-rubber-MODI,modi rubber
2415,2415,modis-navnirman-MODIM,modis navnirman
2416,2416,modipon-MODIP,modipon
2417,2417,modison-metals-MODIS,modison metals
2418,2418,modulex-construction-technologies-MODU,modulex construction technologies
2419,2419,mohini-health-and-hygiene-MOHH,mohini health and hygiene
2420,2420,mohit-industries-MOHT,mohit industries
2421,2421,mohit-paper-mills-MOHI,mohit paper mills
2422,2422,mohite-industries-MOH,mohite industries
2423,2423,mohota-industries-MOHO,mohota industries
2424,2424,moil-MOIL,moil
2425,2425,moksh-ornaments-MOKS,moksh ornaments
2426,2426,mold-tek-packaging-MOLT,mold tek packaging
2427,2427,mold-tek-packaging-partly-paidup-MOL,mold tek packaging partly paidup
2428,2428,mold-tek-technologies-MOLD,mold tek technologies
2429,2429,monarch-networth-capital-MONA,monarch networth capital
2430,2430,money-masters-leasing-and-finance-MML,money masters leasing and finance
2431,2431,moneyboxx-finance-MON,moneyboxx finance
2432,2432,monnet-industries-MONNE,monnet industries
2433,2433,monotype-india-MONO,monotype india
2434,2434,monte-carlo-fashions-MOCF,monte carlo fashions
2435,2435,moongipa-capital-finance-MONG,moongipa capital finance
2436,2436,morarjee-textiles-MORT,morarjee textiles
2437,2437,morarka-finance-MOR,morarka finance
2438,2438,morepen-laboratories-MORL,morepen laboratories
2439,2439,morgan-ventures-MORG,morgan ventures
